NBM_91_bulk_CMP	NBM_91_bulk_GMP	NBM_91_bulk_HSC	NBM_91_bulk_MEP	OX1407_bulk_CMP	OX1407_bulk_GMP	OX1407_bulk_HSC	OX1407_bulk_MEP	OX1570_bulk_CMP	OX1570_bulk_GMP	OX1570_bulk_HSC	OX1570_bulk_MEP	OX753_bulk_HSC
AGO4	631	671	397	354	607	869	434	396	531	877	101	381	1166
AGPAT1	352	532	583	1125	295	507	259	432	93	136	16	426	1
AGPAT2	422	399	679	43	276	179	16	71	237	374	2	124	0
AGPAT3	525	394	689	1180	572	289	165	557	41	266	23	179	369
AGPAT4	146	56	243	325	414	122	148	143	121	40	13	225	33
AGPAT4-IT1	4	30	231	231	0	29	3	18	199	0	0	6	0
AGPAT5	1156	1209	2866	2803	1627	833	984	2035	254	666	63	247	1802
AGPAT6	526	310	682	504	688	298	73	283	386	330	34	374	19
AGPAT9	158	0	1793	95	29	225	74	96	125	3	77	0	5
AGPS	705	1636	1732	2375	1343	1105	1912	2144	423	655	20	442	2507
AGR2	0	0	0	0	0	0	0	0	0	0	0	16	0
AGRN	0	2	8	0	0	4	4	1	0	1	0	0	9
AGTPBP1	459	558	509	1055	519	955	500	899	477	1349	92	744	768
AGTR1	0	0	0	30	0	0	0	63	0	0	0	3	0
AGTRAP	566	880	1154	1337	226	732	189	552	392	640	30	584	284
AHCTF1	339	360	825	1044	1094	1045	539	854	1172	2491	234	1287	689
AHCTF1P1	163	113	372	386	335	350	213	354	414	826	94	507	298
AHCY	2110	2874	2949	3798	2837	1946	1862	2506	1889	2561	116	2293	1108
AHCYL1	1536	1817	1727	5135	2472	1266	717	2553	1146	1623	105	1938	970
AHCYL2	198	210	573	183	685	387	115	512	73	381	21	128	0
AHDC1	144	169	55	27	0	14	0	13	3	29	1	8	1
AHI1	1195	1343	932	1560	1166	1294	788	671	905	1521	83	714	1141
AHNAK	892	1158	1156	140	367	525	197	33	191	1539	43	212	61
AHNAK2	73	289	50	0	4	154	5	0	26	268	10	0	68
AHR	412	622	1284	465	1205	848	1383	455	496	1974	232	706	626
AHRR	176	497	68	356	4	59	35	3	1	0	0	0	0
AHSA1	1678	1276	4012	3749	3265	1167	1784	2663	796	828	25	1341	439
AHSA2	860	1225	772	789	1478	1299	373	1056	388	772	62	338	874
AHSG	0	0	0	4	0	0	0	10	0	0	0	6	0
AHSP	0	0	0	1284	12	0	14	5529	0	0	0	254	0
AICDA	2	0	0	0	0	1	0	2	0	1	0	0	0
AIDA	112	206	209	1136	143	317	334	485	129	122	2	143	276
AIF1	5553	5634	8129	2223	6806	6501	5539	1055	2763	6083	366	397	3987
AIF1L	240	204	432	75	184	286	147	1	50	234	5	8	1
AIFM1	860	799	466	978	1124	456	422	1099	260	466	21	747	639
AIFM2	0	0	0	0	0	0	0	24	0	40	0	37	0
AIFM3	6	27	7	44	9	10	0	25	0	9	0	12	1
AIG1	131	303	478	943	947	314	170	1334	133	347	60	703	654
AIM1	623	1486	989	4	523	1567	149	51	108	1016	15	0	1253
AIM1L	0	0	10	0	0	0	0	0	0	0	0	1	0
AIM2	0	25	0	0	0	0	0	0	0	0	0	0	0
AIMP1	1394	1061	2113	2911	2894	1659	1919	4425	1371	1704	180	2113	4443
AIMP2	234	203	530	1399	940	473	593	1244	186	131	10	551	1
AIP	830	1051	1169	1532	604	825	480	793	460	390	36	409	259
AIPL1	1	1	0	0	0	0	0	0	0	0	0	0	1
AIRE	0	0	0	0	0	13	0	0	0	0	0	0	0
AIRN	0	0	0	2	0	0	0	0	0	2	0	0	2
AJAP1	0	0	0	0	0	0	0	0	0	0	0	0	1
AJUBA	0	0	1	0	0	0	67	0	0	0	0	0	0
AK1	133	79	84	187	78	1	65	195	113	42	6	113	95
AK2	2948	3237	4637	5625	4536	3260	1864	4510	1664	3056	136	2764	1747
AK3	1472	1042	2962	3678	3713	2058	2555	4930	1667	1116	295	2172	1380
AK4	16	175	49	316	409	341	170	1667	138	376	21	265	519
AK5	1	30	83	5	0	54	0	1	2	63	0	0	2
AK6	718	915	1768	3854	1093	1019	1596	3505	500	815	72	878	586
AK7	0	0	0	383	2	0	0	151	0	0	0	21	0
AK8	8	2	4	12	1	0	0	63	0	2	0	76	0
AK9	272	115	562	441	167	258	76	351	92	223	61	273	1
AKAP1	579	858	258	1095	411	822	441	1039	41	153	8	203	272
AKAP10	610	218	835	850	445	494	425	892	144	485	70	338	404
AKAP11	491	943	618	1515	1246	469	498	540	304	359	48	293	304
AKAP12	97	0	0	0	0	0	0	1	0	0	0	0	2
AKAP13	1156	887	2465	584	1932	652	528	433	1551	1658	127	519	1041
AKAP14	13	12	3	12	0	12	0	4	4	5	0	1	0
AKAP17A	238	274	243	182	284	364	110	122	393	274	8	84	242
AKAP2	6	0	0	2	4	4	0	0	2	2	0	0	0
AKAP3	179	0	26	0	0	0	16	0	0	0	0	3	0
AKAP5	40	51	31	1	53	2	89	1	0	11	0	1	3
AKAP6	0	17	2	48	0	0	104	17	0	44	0	12	0
AKAP7	89	282	217	301	914	226	104	432	202	256	29	115	2
AKAP8	862	737	759	698	1147	626	581	691	461	1127	92	654	497
AKAP8L	72	26	7	48	1	10	15	20	12	1	8	165	0
AKAP9	1670	1533	4751	2786	3570	3449	1616	3309	2386	3023	392	2303	3383
AKIP1	222	437	659	656	168	589	280	751	200	89	31	123	288
AKIRIN1	933	921	1531	1397	1825	1072	1244	1648	1112	1689	158	2550	270
AKIRIN2	273	363	1029	587	1116	586	112	1095	749	1454	96	1149	1238
AKNA	596	1255	333	234	246	673	141	27	365	377	3	44	446
AKNAD1	16	0	0	0	0	0	43	0	4	0	1	0	0
AKR1A1	2067	2830	8325	3103	3096	2114	2453	2427	1863	3157	233	1925	3634
AKR1B1	1268	1704	3165	1950	1280	1506	2009	710	2001	2446	147	892	2262
AKR1B10	1	0	0	0	0	1	0	0	1	0	0	0	0
AKR1C1	228	163	473	1533	185	65	283	750	58	61	11	521	288
AKR1C2	141	210	422	822	85	61	154	482	21	38	6	224	181
AKR1C3	897	719	3588	5884	1033	850	2632	5675	548	692	107	2432	2807
AKR1C4	23	29	129	177	33	17	102	214	16	32	2	93	106
AKR1C6P	3	22	88	25	0	32	38	30	0	7	0	9	24
AKR1CL1	0	0	0	0	0	4	0	0	0	0	0	0	0
AKR1D1	0	0	0	0	0	1	0	0	1	5	0	0	0
AKR1E2	27	14	32	207	69	51	22	227	43	0	0	49	1
AKR7A2	1123	1109	2766	1561	1026	1108	343	1137	309	1211	82	632	311
AKR7A2P1	103	134	314	201	73	96	26	152	14	145	4	83	25
AKR7A3	22	17	76	40	14	12	9	33	1	37	2	10	3
AKR7L	24	40	104	47	18	19	14	43	315	77	2	18	8
AKT1	1124	858	861	1437	1134	722	319	669	672	1096	40	540	373
AKT1S1	102	133	106	99	0	81	35	101	59	34	5	19	0
AKT2	418	402	79	111	129	460	58	88	242	156	10	49	136
AKT3	557	573	739	505	574	405	692	339	377	449	62	57	34
AKTIP	4	130	424	26	0	68	250	0	0	53	1	0	5
ALAD	406	324	375	1246	503	274	46	1223	17	227	0	970	167
ALAS1	331	250	427	389	492	317	18	125	391	351	19	412	1
ALAS2	0	0	0	48	0	0	0	799	0	0	0	8	0
ALCAM	821	607	1604	519	650	1506	1222	287	1120	741	145	288	4446
ALDH16A1	547	515	361	555	434	463	45	216	386	330	28	221	210
ALDH18A1	992	1218	2910	2647	1559	827	884	2280	261	1376	61	1975	2263
ALDH1A1	1168	278	6527	4752	3605	724	3515	12206	654	274	488	6314	3127
ALDH1A2	0	0	0	0	0	0	0	0	0	0	0	2	0
ALDH1A3	0	0	0	0	0	0	0	18	0	0	0	0	0
ALDH1B1	327	148	670	469	198	332	188	398	176	37	1	173	76
ALDH1L1	0	0	0	0	0	3	0	0	0	0	0	0	0
ALDH1L1-AS1	0	0	0	0	0	0	0	0	0	3	0	0	0
ALDH1L2	39	0	1	0	0	49	0	0	0	0	0	6	0
ALDH2	344	687	1963	282	111	230	289	50	1001	760	77	271	139
ALDH3A2	382	472	1202	562	591	228	225	313	82	260	75	188	119
ALDH3B1	355	366	163	350	254	728	95	241	213	69	1	116	0
ALDH3B2	0	0	1	0	0	1	0	0	0	0	0	1	0
ALDH4A1	137	146	47	149	127	43	17	97	180	98	0	90	0
ALDH5A1	556	315	738	969	1239	839	444	1290	295	436	25	252	104
ALDH6A1	715	245	1117	871	426	338	108	1029	267	474	11	515	771
ALDH7A1	73	97	206	58	145	152	361	175	108	285	27	77	333
ALDH8A1	1	0	0	0	0	0	0	0	0	0	0	52	2
ALDH9A1	764	779	2201	1153	1064	1547	1156	822	226	694	87	589	726
ALDOA	8469	11932	18937	19810	17418	9830	6225	12649	6477	12551	1255	13096	4455
ALDOB	0	0	0	1	0	0	0	0	0	15	0	0	0
ALDOC	331	187	1338	134	370	22	134	113	127	232	5	208	1
ALG1	20	154	348	165	63	72	38	241	40	92	9	99	239
ALG10	59	12	214	92	35	52	102	204	137	30	9	35	1
ALG10B	289	241	381	567	398	339	307	364	117	646	25	297	98
ALG11	3	39	139	313	344	29	234	604	218	27	10	410	486
ALG12	232	230	290	106	284	186	24	190	85	222	6	70	125
ALG13	861	1057	1988	1293	1854	744	1347	1348	565	746	273	830	2041
ALG14	18	112	215	395	131	139	144	210	181	123	0	71	0
ALG1L	22	6	15	7	3	2	0	15	2	0	1	2	4
ALG1L2	0	0	5	5	19	2	2	1	0	4	0	0	34
ALG1L9P	3	10	23	9	15	1	1	4	6	2	0	0	0
ALG2	289	545	1118	918	2182	734	691	829	1101	1460	144	859	60
ALG3	886	1510	1990	2809	1516	854	647	1708	154	904	63	1131	786
ALG5	677	1171	1537	2270	1197	1469	2249	2054	534	1246	54	1212	1571
ALG6	876	226	893	944	1138	431	664	1540	189	313	54	443	1455
ALG8	885	1050	2407	3625	1064	1405	1181	2916	416	604	89	1245	1071
ALG9	312	453	159	650	1829	754	500	615	159	804	23	430	311
ALK	1	0	0	0	0	0	0	0	1	0	0	0	0
ALKBH1	125	17	226	272	90	147	86	170	64	115	1	70	287
ALKBH2	926	545	947	666	768	366	193	671	85	112	27	114	589
ALKBH3	982	572	1410	1438	781	664	1278	1225	297	484	93	830	558
ALKBH3-AS1	37	0	3	0	0	2	0	11	3	0	0	22	54
ALKBH4	16	24	307	20	3	11	19	59	18	90	3	91	0
ALKBH5	612	1010	618	1386	988	603	161	1180	385	786	64	412	16
ALKBH6	285	197	237	407	23	188	19	181	80	198	7	156	0
ALKBH7	630	621	459	514	433	351	22	334	321	478	16	368	270
ALKBH8	225	20	192	236	223	428	62	589	121	314	0	230	816
ALMS1	241	409	159	625	353	222	258	401	482	234	11	165	51
ALMS1-IT1	11	37	0	0	92	58	0	91	32	243	36	129	1
ALMS1P	0	2	1	8	1	2	0	0	3	1	0	7	1
ALOX12	2	2	20	0	0	4	3	4	60	17	1	41	13
ALOX12B	19	0	11	1	0	0	0	1	0	2	0	2	0
ALOX12P2	3	2	168	46	81	0	0	0	0	38	0	7	0
ALOX15	0	1	0	0	0	0	0	0	0	0	0	0	0
ALOX15B	0	4	74	0	0	2	0	0	101	7	2	40	0
ALOX15P1	0	0	5	0	0	0	0	0	0	0	0	0	0
ALOX5	69	0	2	2	30	0	12	0	116	0	0	1	2
ALOX5AP	1160	65	58	127	730	135	0	32	1071	181	0	64	0
ALOXE3	0	0	0	0	0	0	0	0	1	0	0	0	0
ALPK1	516	225	417	236	267	220	638	368	316	251	55	209	1292
ALPK2	0	0	0	3	0	3	0	3	10	121	0	0	1
ALPK3	0	47	1	0	0	28	0	0	22	0	0	0	0
ALPL	0	0	0	0	9	0	0	0	0	0	0	0	2
ALPP	0	0	29	0	0	0	1	0	0	0	0	0	0
ALPPL2	0	0	5	0	0	0	0	0	0	0	0	0	0
ALS2	540	521	1296	617	1448	586	432	608	496	537	103	641	3205
ALS2CL	0	0	145	0	1	47	0	0	2	0	9	0	0
ALS2CR11	78	0	1	0	414	17	0	50	5	24	0	0	23
ALS2CR12	43	4	0	20	0	0	4	0	0	9	0	5	0
ALX3	0	0	1	0	0	0	0	0	1	0	0	0	0
ALX4	4	0	0	0	0	0	0	0	0	0	0	0	0
ALYREF	919	446	79	641	634	652	97	352	300	352	3	86	183
AMACR	0	14	38	33	0	0	0	14	29	7	0	7	96
AMBP	0	0	0	0	0	0	0	2	0	0	0	0	0
AMBRA1	141	224	115	72	24	53	28	66	3	183	7	97	0
AMD1	2952	2560	7146	10625	8856	4084	4864	12370	4012	4771	407	8970	9736
AMDHD1	2	0	19	2	0	23	0	1	0	0	0	0	38
AMDHD2	4	4	61	28	0	27	10	20	0	20	4	33	0
AMER1	49	130	8	95	30	200	52	74	167	63	3	36	56
AMER2	0	0	1	1	1	0	0	0	0	0	0	1	1
AMER3	0	0	0	0	1	1	0	0	0	3	0	0	4
AMFR	942	414	762	609	1276	595	209	629	1050	927	42	377	1145
AMH	0	0	0	0	0	1	8	0	0	0	0	0	0
AMHR2	3	0	0	414	179	0	0	226	0	0	0	131	0
AMICA1	20	293	2931	0	0	125	242	0	0	152	64	0	2500
AMIGO2	0	176	13	0	217	46	164	68	68	121	0	52	0
AMIGO3	17	311	16	33	2	126	22	0	64	162	1	2	0
AMMECR1	606	209	125	3817	92	62	189	2146	163	153	0	1016	282
AMMECR1L	434	121	313	283	636	241	255	318	281	334	23	165	12
AMN	3	3	0	0	0	1	0	1	0	0	0	0	0
AMN1	22	32	552	172	246	19	282	264	213	293	47	140	1
AMOT	78	137	254	12	0	88	179	0	117	139	13	0	677
AMOTL1	420	746	534	945	536	190	326	349	218	334	22	313	91
AMOTL2	0	0	0	0	0	0	0	0	0	0	6	0	553
AMPD2	1646	1377	2262	1383	982	1855	335	581	615	1755	88	708	0
AMPD3	572	389	383	251	247	319	89	30	76	270	2	17	111
AMPH	0	29	0	0	0	51	0	0	0	6	1	0	15
AMT	280	546	796	514	196	105	236	126	182	232	3	152	307
AMY2A	17	57	127	37	32	69	65	37	56	28	10	12	204
AMY2B	115	383	642	167	440	625	312	410	242	170	41	127	1258
AMZ1	0	0	0	2	0	0	0	5	4	0	0	2	2
AMZ2	491	481	1085	967	594	696	1040	1071	458	880	56	250	1397
AMZ2P1	307	611	531	1181	100	665	1124	719	151	310	42	312	1566
ANAPC1	596	598	1040	1728	1484	1557	857	1409	464	806	50	780	622
ANAPC10	135	160	684	1046	298	213	475	665	74	233	35	274	0
ANAPC11	1905	2801	1706	2888	2667	2533	1709	1293	1376	2451	71	591	1457
ANAPC13	607	1560	3262	4045	2922	978	2755	4602	466	714	65	1344	5361
ANAPC15	129	162	153	410	355	112	147	317	113	190	34	211	149
ANAPC16	958	1911	3591	3130	2981	1022	3105	3086	1208	1946	185	1516	4663
ANAPC1P1	7	6	14	21	23	26	13	36	17	46	1	15	25
ANAPC2	17	51	25	4	9	16	0	7	16	18	1	28	1
ANAPC4	619	470	1286	1095	1066	684	588	1486	758	927	36	751	1974
ANAPC5	3966	3544	5953	6927	4401	4205	3148	6366	1642	3947	438	4432	3583
ANAPC7	1399	1450	2012	2695	1622	1993	533	2086	1044	1380	107	1721	1784
ANG	26	0	17	0	17	19	47	31	0	35	2	0	0
ANGEL1	75	177	327	347	412	237	79	447	143	281	4	100	161
ANGEL2	561	388	932	1020	775	468	728	1004	639	531	74	642	1497
ANGPT1	243	258	4205	433	643	222	1138	352	108	328	180	226	1177
ANGPT2	676	26	4	161	495	5	30	218	2	2	0	4	1
ANGPTL1	24	0	12	2	14	7	0	6	0	44	0	11	0
ANGPTL3	5	0	9	14	0	13	1	30	6	30	4	0	0
ANGPTL4	0	0	0	0	0	0	0	0	0	2	0	0	0
ANGPTL5	0	0	32	0	0	0	0	0	0	59	2	0	0
ANGPTL6	0	9	14	37	21	78	2	13	1	22	0	14	0
ANHX	0	1	0	0	0	0	0	0	0	0	0	0	0
ANK1	85	0	0	1818	786	0	6	1669	246	0	1	1317	0
ANK2	0	0	0	0	0	0	0	0	0	0	1	1	0
ANK3	13	17	137	0	0	0	34	10	49	3	0	6	111
ANKAR	86	37	296	213	0	50	0	242	1	14	34	212	31
ANKDD1A	24	15	39	30	0	7	23	1	0	26	6	27	7
ANKDD1B	2	4	0	240	0	100	27	99	1	64	0	86	0
ANKEF1	3	3	0	49	3	31	0	23	1	0	4	5	2
ANKFY1	697	248	1010	1008	193	159	452	726	430	110	101	474	510
ANKH	111	403	473	575	273	102	50	166	86	330	19	276	0
ANKHD1	333	337	220	484	344	540	229	338	248	297	23	140	183
ANKHD1-EIF4EBP3	11	21	37	25	2	2	8	15	5	13	0	15	38
ANKIB1	480	751	1163	1624	561	624	899	1032	767	367	3	446	2225
ANKK1	1	0	0	0	0	0	0	0	0	1	0	0	0
ANKLE1	133	451	381	933	462	234	5	382	75	6	2	156	0
ANKLE2	1789	1099	1257	1353	1697	1284	1079	1419	1411	1664	51	780	2191
ANKMY1	169	153	70	19	119	76	13	26	7	80	1	49	0
ANKMY2	593	311	2127	1504	1766	379	372	1962	292	419	75	950	1
ANKRA2	126	268	894	386	258	347	386	1226	69	353	48	683	1091
ANKRD1	0	2	0	0	0	0	0	2	0	0	0	0	0
ANKRD10	4177	4145	8097	6150	6888	5239	5548	7143	2170	5368	465	4382	8103
ANKRD11	947	951	509	497	510	852	235	457	380	526	27	114	804
ANKRD12	1743	1601	2802	3792	2634	1736	1687	4109	2099	2043	275	1814	3581
ANKRD13A	721	801	1401	1511	1431	716	1095	1422	773	1219	155	899	3529
ANKRD13B	179	73	39	48	52	102	17	5	82	59	2	20	11
ANKRD13C	261	439	601	903	108	178	309	658	390	637	62	264	727
ANKRD13D	411	456	286	54	218	496	38	65	286	375	4	47	45
ANKRD16	18	146	31	151	0	87	13	49	2	140	0	32	1
ANKRD17	1218	1755	2003	3021	2901	1803	1517	1932	1078	860	74	761	82
ANKRD18A	0	16	0	7	0	4	0	0	0	27	0	0	0
ANKRD18B	0	2	1	35	0	2	0	0	0	21	0	1	0
ANKRD18DP	0	0	2	0	0	0	0	0	0	0	0	0	0
ANKRD19P	383	322	367	286	300	280	112	208	316	301	23	153	129
ANKRD2	0	0	0	19	0	0	0	0	0	0	0	0	0
ANKRD20A11P	0	0	0	2	0	0	2	0	0	2	0	0	0
ANKRD20A12P	0	6	5	4	0	0	0	0	0	1	0	0	1
ANKRD20A19P	0	0	0	0	0	0	0	0	0	0	0	2	0
ANKRD20A3	1	1	0	0	0	0	0	0	0	0	0	0	0
ANKRD20A4	6	19	38	21	14	58	22	4	0	0	0	1	1
ANKRD20A5P	3	2	7	0	0	32	0	29	21	0	4	19	0
ANKRD20A8P	2	5	26	11	9	12	1	2	2	0	0	0	5
ANKRD20A9P	14	18	30	2	9	48	35	20	19	11	6	22	5
ANKRD22	0	54	0	0	0	5	53	0	0	6	0	0	0
ANKRD23	2	8	1	32	27	0	0	26	101	11	2	53	51
ANKRD24	0	1	1	0	0	11	0	1	0	0	0	0	0
ANKRD26	97	309	315	422	19	596	296	247	36	539	9	96	1962
ANKRD26P1	0	0	0	1	0	0	0	0	0	0	0	0	3
ANKRD26P3	0	0	0	0	114	155	39	0	0	15	8	4	2
ANKRD27	985	863	779	3912	1370	466	413	2040	377	358	45	940	10
ANKRD28	891	1211	3361	2472	1356	1766	2161	2136	1802	3720	465	2677	3897
ANKRD29	0	0	50	0	0	0	0	0	0	0	0	96	0
ANKRD30BL	0	0	0	0	1	0	0	0	1	0	0	0	1
ANKRD30BP2	0	0	0	0	0	0	0	0	0	0	0	2	0
ANKRD31	0	1	0	0	0	0	0	0	22	11	0	0	0
ANKRD32	677	307	333	630	1071	875	547	1095	522	683	26	659	975
ANKRD33	0	3	0	0	0	0	0	0	0	0	0	0	0
ANKRD33B	25	39	616	543	280	299	90	172	108	113	30	44	246
ANKRD34A	0	0	54	0	0	0	0	29	0	3	4	0	1
ANKRD34B	0	0	0	0	0	0	0	0	0	0	0	0	2
ANKRD35	20	46	11	0	56	9	155	13	0	92	0	6	0
ANKRD36	1332	981	2208	1180	2596	2192	1296	1796	1539	1771	302	1180	1743
ANKRD36B	1318	899	1870	1287	2043	2227	1154	1753	1648	1808	345	1004	1189
ANKRD36BP1	2	3	77	89	23	3	2	0	0	14	2	83	0
ANKRD36BP2	75	54	136	191	107	109	62	192	80	68	14	131	126
ANKRD37	0	0	7	3	47	1	0	7	0	6	2	1	2
ANKRD39	147	376	223	527	512	404	278	285	222	248	16	264	218
ANKRD40	871	685	1594	1857	1572	775	1436	1422	533	615	58	440	1009
ANKRD42	60	217	539	226	62	119	44	175	107	296	9	175	0
ANKRD44	877	747	903	235	1463	260	565	380	217	1338	104	211	706
ANKRD44-IT1	99	121	35	1	25	300	0	26	126	295	12	91	0
ANKRD45	0	0	0	0	0	1	0	0	0	1	0	0	1
ANKRD46	110	177	1136	344	51	41	227	284	0	53	0	29	1
ANKRD49	563	428	1207	792	1258	861	1837	1426	1059	1477	125	1496	3857
ANKRD50	287	291	834	766	345	235	1090	835	563	582	52	957	1034
ANKRD52	54	154	31	56	80	55	7	94	146	131	1	3	27
ANKRD53	0	0	53	0	0	0	0	0	0	0	13	6	0
ANKRD54	273	287	556	563	302	296	40	268	63	187	9	348	1
ANKRD6	5	5	329	54	1	78	74	0	74	21	7	0	601
ANKRD61	72	2	0	7	0	0	0	1	0	0	0	1	0
ANKRD62	2	2	18	0	1	2	0	0	0	4	1	1	0
ANKRD62P1-PARP4P3	21	27	72	28	16	18	24	20	24	23	2	4	28
ANKRD65	1	1	35	0	0	0	3	0	0	0	2	1	0
ANKRD66	0	0	0	1	0	0	1	1	0	0	0	0	0
ANKRD7	1	0	101	41	116	12	0	33	0	84	1	0	0
ANKRD9	15	1	0	1	13	9	0	8	6	1	0	7	0
ANKS1A	221	420	358	590	539	436	43	248	189	152	6	83	113
ANKS1B	1	0	0	0	0	0	0	0	0	1	0	0	1
ANKS3	92	62	70	52	93	34	0	53	21	19	0	39	0
ANKS4B	2	0	0	0	0	0	0	1	3	0	0	0	0
ANKS6	127	395	468	287	53	120	42	126	110	60	3	45	6
ANKZF1	432	195	592	499	157	365	52	177	197	193	23	190	53
ANLN	240	310	167	840	165	1203	417	622	227	685	12	431	532
ANO1-AS2	0	0	0	0	0	0	0	0	0	0	1	0	0
ANO10	296	120	388	244	172	101	73	251	6	248	26	342	356
ANO2	0	0	0	0	0	0	23	0	0	0	0	0	1
ANO5	0	8	172	42	0	0	45	0	0	0	0	11	1095
ANO6	111	372	999	567	395	331	368	682	294	446	7	486	576
ANO7	0	0	37	1	0	349	0	0	79	0	0	0	0
ANO8	1	0	4	5	12	19	0	0	27	11	0	0	1
ANO9	4	35	30	0	65	21	2	1	2	67	0	4	0
ANP32A	2231	2306	1108	2212	2021	1622	644	1585	810	1415	33	555	355
ANP32A-IT1	71	229	66	57	48	67	15	8	245	273	0	71	2
ANP32AP1	39	19	95	106	82	20	10	83	51	83	3	37	8
ANP32B	4832	4016	4296	5566	5753	4858	2955	4464	4314	4355	508	2214	4964
ANP32C	21	23	33	50	47	11	2	45	19	33	1	21	5
ANP32D	0	3	9	5	1	2	1	4	5	5	0	3	2
ANP32E	1688	2247	6240	8327	8635	2323	7771	10008	2552	4508	321	4676	13180
ANPEP	310	326	333	9	49	583	24	21	121	239	14	19	66
ANTXR2	141	507	1400	201	70	382	64	53	469	1550	41	95	156
ANTXRL	0	0	0	0	0	0	0	0	0	1	0	0	0
ANTXRLP1	0	0	21	0	0	0	0	0	0	0	0	0	1
ANXA1	5770	5050	6580	4510	9675	7858	16627	10701	8113	15853	1476	6131	18745
ANXA11	1567	1613	907	1169	1735	1658	699	524	1153	1079	71	740	335
ANXA13	0	0	0	0	0	0	0	0	0	0	0	0	1
ANXA2	209	1100	158	545	1020	686	385	556	278	1056	2	242	0
ANXA2P1	7	94	31	75	91	31	46	75	21	122	1	52	0
ANXA2P2	49	514	160	518	695	163	330	440	193	829	2	231	0
ANXA2P3	6	69	10	41	78	43	40	43	21	93	0	22	0
ANXA2R	131	149	54	71	91	88	70	68	90	207	17	39	0
ANXA3	0	0	0	112	285	0	75	1	0	0	3	96	1
ANXA4	793	595	2639	614	1305	654	1366	1498	423	806	100	538	2164
ANXA5	709	1340	3400	1668	2098	1261	2170	2627	1062	3441	378	2664	881
ANXA6	243	262	1821	267	175	196	95	3	131	788	57	73	107
ANXA7	1431	1973	5476	5223	4508	2264	3394	7055	2335	3192	875	6169	5515
ANXA8	0	0	0	0	0	0	0	0	0	0	0	0	0
ANXA9	0	8	13	15	0	0	0	38	0	21	2	7	0
AOAH	352	7	203	1053	684	137	54	285	16	9	3	143	42
AOAH-IT1	0	0	1	0	0	0	0	0	0	0	0	0	0
AOC1	0	0	0	0	11	16	0	0	0	0	0	0	0
AOC2	9	0	12	35	0	1	0	0	0	1	0	0	0
AOC4P	0	0	0	0	0	0	0	0	0	0	0	0	5
AOX1	9	79	149	0	0	88	0	0	0	178	0	0	23
AOX2P	0	26	4	0	0	8	17	0	3	10	0	0	0
AP1AR	186	218	797	733	452	164	265	674	2	47	4	65	5
AP1B1	909	581	499	675	615	494	100	287	290	294	12	323	3
AP1G1	870	978	927	2530	949	1320	803	1063	2032	2460	184	1538	2093
AP1G2	874	685	2321	570	393	544	119	512	355	593	36	991	167
AP1M1	450	750	1590	717	804	644	295	807	516	809	59	892	113
AP1M2	1	0	0	0	0	0	0	29	0	0	0	0	0
AP1S1	58	70	179	64	24	100	12	62	0	49	0	61	104
AP1S2	695	414	1825	1406	1379	548	1420	1324	347	694	108	707	1541
AP1S3	9	50	257	16	26	4	0	19	2	164	0	3	16
AP2A1	196	73	31	95	80	79	1	66	48	56	0	24	101
AP2A2	54	71	145	137	64	55	25	94	31	31	5	94	8
AP2B1	724	559	1999	2207	1488	468	793	1493	755	1191	130	1244	322
AP2M1	2221	2583	4748	4903	4824	1815	1436	4592	1589	3054	287	3963	1780
AP2S1	1571	1625	992	2069	1657	1586	784	1270	426	1292	25	636	909
AP3B1	390	463	2165	1184	1538	799	670	1325	263	842	58	640	1971
AP3B2	5	0	0	0	0	8	0	0	0	0	0	0	0
AP3D1	870	707	612	593	598	554	113	394	550	588	15	105	154
AP3M1	512	784	1198	1531	1580	1201	1442	1955	745	1681	95	1685	1489
AP3M2	366	199	1169	722	580	418	189	607	182	297	46	333	152
AP3S1	828	1208	1772	2481	1542	1535	1076	2347	1301	2158	95	1422	2420
AP3S2	0	2	6	11	0	0	8	11	0	1	0	23	0
AP4B1	907	925	1117	1024	1081	1109	435	665	1043	457	35	433	428
AP4B1-AS1	3	2	5	0	2	5	0	1	3	3	1	2	15
AP4E1	175	160	90	332	68	185	126	172	256	643	11	381	7
AP4M1	118	153	98	379	154	17	0	83	73	137	0	37	0
AP4S1	60	27	180	274	241	85	213	169	80	30	13	112	361
AP5B1	118	126	82	171	26	44	6	51	16	225	0	3	0
AP5M1	191	522	1687	1182	710	435	613	2790	444	589	136	864	748
AP5S1	4	165	170	175	34	197	1	163	1	220	1	120	0
AP5Z1	332	257	116	59	181	164	12	50	171	128	1	52	47
APAF1	14	193	44	46	161	204	67	45	26	170	2	97	0
APBA1	0	0	38	0	0	0	0	0	0	32	0	0	0
APBA2	25	62	0	101	221	86	21	133	149	0	7	182	0
APBA3	15	63	76	121	19	112	0	32	0	25	0	21	0
APBB1	57	36	94	0	0	73	0	0	18	162	1	19	3
APBB1IP	271	370	411	261	106	401	387	435	71	428	52	286	346
APBB2	1	10	24	0	0	0	0	0	3	147	0	46	18
APBB3	299	229	128	24	129	144	104	33	200	158	2	51	0
APC	474	341	1054	382	108	173	206	781	193	596	73	510	90
APC2	3	3	13	3	4	0	0	3	0	3	0	0	0
APCDD1	0	3	0	0	0	0	0	0	0	0	0	0	1
APCDD1L	2	1	0	0	0	0	0	0	0	0	0	0	0
